[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1434039272.954000 6/11/2015, 12:14:32 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, Nd3Sb3Zn2O14
INFO, WEIGHT, 77.700
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: MT up.seq_5 to 300_quick.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1434042579.869,,5.000000e+003,4.035687e+001,1.994608e-002,0.000000e+000,3,9.942304e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.205811e-001,0.000000e+000,0,,0,
1434042624.399,,5.000000e+003,4.333118e+001,1.890550e-002,0.000000e+000,3,9.940637e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.089691e-001,0.000000e+000,0,,0,
1434042668.889,,5.000000e+003,4.629266e+001,1.801317e-002,0.000000e+000,3,9.940894e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.000519e-001,0.000000e+000,0,,0,
1434042716.539,,5.000000e+003,4.939345e+001,1.721772e-002,0.000000e+000,3,9.938023e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.283821e-001,0.000000e+000,0,,0,
1434042760.169,,5.000000e+003,5.230566e+001,1.651261e-002,0.000000e+000,3,9.940828e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.538300e-001,0.000000e+000,0,,0,
1434042805.229,,5.000000e+003,5.524664e+001,1.587464e-002,0.000000e+000,3,9.939793e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.519279e-001,0.000000e+000,0,,0,
1434042853.119,,5.000000e+003,5.828762e+001,1.528188e-002,0.000000e+000,3,9.938094e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.816483e-001,0.000000e+000,0,,0,
1434042911.319,,5.000000e+003,6.206486e+001,1.457159e-002,0.000000e+000,3,9.937663e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.874504e-001,0.000000e+000,0,,0,
1434042944.199,,5.000000e+003,6.419468e+001,1.423439e-002,0.000000e+000,3,9.938850e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.404915e-001,0.000000e+000,0,,0,
1434042990.309,,5.000000e+003,6.730304e+001,1.376317e-002,0.000000e+000,3,9.937940e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.677078e-001,0.000000e+000,0,,0,
